"Deployment","Year","Lured","DateTime","Series","Photos","Species","Sex","Age","Individuals","Duration","DeploymentYear"
"ABMI-1273-NE",2019,"n",2019-06-20 14:19:18,10237,4,"White-tailed Deer","Female","Adult",1,11.954331846,"ABMI-1273-NE_2019"
"ABMI-1273-NE",2019,"n",2019-06-21 05:18:29,10238,2,"White-tailed Deer","Female","Adult",1,5.954331846,"ABMI-1273-NE_2019"
"ABMI-1273-NE",2019,"n",2019-06-21 05:38:44,10239,5,"White-tailed Deer","Female","Adult",1,11.954331846,"ABMI-1273-NE_2019"
"ABMI-1273-NE",2019,"n",2019-06-23 06:06:55,10240,2,"White-tailed Deer","Female","Adult",1,11.954331846,"ABMI-1273-NE_2019"
"ABMI-1273-NW",2019,"n",2019-05-19 07:12:55,10241,2,"White-tailed Jack Rabbit","Unkn","Adult",1,20.18,"ABMI-1273-NW_2019"
"ABMI-1273-NW",2019,"n",2019-05-23 05:23:15,10242,1,"White-tailed Jack Rabbit","Unkn","Adult",1,10.18,"ABMI-1273-NW_2019"
"ABMI-1273-NW",2019,"n",2019-05-25 18:48:14,10243,1,"White-tailed Jack Rabbit","Unkn","Adult",1,10.18,"ABMI-1273-NW_2019"
"ABMI-1273-SE",2019,"y",2019-03-02 11:01:49,10244,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-18 04:17:06,10245,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-28 02:53:21,10246,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-30 23:03:50,10247,4,"Coyote","Unkn","Adult",1,22.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-08 00:17:35,10248,3,"Coyote","Unkn","Adult",1,41.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-15 01:06:07,10249,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-23 02:47:21,10250,2,"Coyote","Unkn","Adult",1,20.80909256342,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-01 03:58:36,10251,9,"Coyote","Unkn","Adult",1.88888888888889,37.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-06 06:12:58,10252,12,"Coyote","Unkn","Adult",1,59.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-07 07:38:19,10253,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-08 23:19:35,10254,11,"Coyote","Unkn","Adult",1,104.804848818437,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-10 04:31:45,10255,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-12 02:46:00,10256,2,"Coyote","Unkn","Adult",1,18.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-15 22:08:09,10257,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-17 13:16:59,10258,4,"Coyote","Unkn","Adult",1,29.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-18 02:05:54,10259,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-18 04:33:10,10260,4,"Coyote","Unkn","Adult",1,32.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-21 05:28:02,10261,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-26 04:16:18,10262,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-27 06:12:34,10263,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-06-02 04:18:47,10264,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-06-12 21:29:17,10265,2,"Coyote","Unkn","Adult",1,37.2750837732127,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-06-18 14:43:25,10266,3,"Coyote","Unkn","Adult",1,11.644688645,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-20 03:03:08,10267,2,"Snowshoe Hare","Unkn","Adult",1,11.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-20 04:55:50,10268,7,"Snowshoe Hare","Unkn","Adult",1,60.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-21 02:25:32,10269,1,"Snowshoe Hare","Unkn","Adult",1,10.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-27 06:04:16,10270,3,"Snowshoe Hare","Unkn","Adult",1,56.0097560587473,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-03-30 06:24:29,10271,3,"Snowshoe Hare","Unkn","Adult",1,12.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-08 00:18:30,10272,1,"Snowshoe Hare","Unkn","Adult",1,10.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-10 04:41:40,10273,1,"Snowshoe Hare","Unkn","Adult",1,10.66675689,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-05-11 03:46:20,10274,2,"Striped Skunk","Unkn","Adult",1,7.073450292,"ABMI-1273-SE_2019"
"ABMI-1273-SE",2019,"y",2019-04-28 20:51:45,10275,16,"White-tailed Deer","Unkn","Adult",1.875,64.954331846,"ABMI-1273-SE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 01:53:29,10276,29,"Coyote","Unkn","Adult",1.51724137931034,221.27329067946,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 01:58:22,10277,8,"Coyote","Unkn","Adult",1,52.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 01:59:14,10278,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 09:30:03,10279,6,"Coyote","Unkn","Adult",1,22.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 09:30:25,10280,5,"Coyote","Unkn","Adult",1,38.3082324442846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 15:08:43,10281,4,"Coyote","Unkn","Adult",1,30.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 20:00:20,10282,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 21:04:21,10283,16,"Coyote","Unkn","Adult",1,51.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-29 21:05:14,10284,6,"Coyote","Unkn","Adult",1,34.9996201039288,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-30 03:32:33,10285,5,"Coyote","Unkn","Adult",1,34.498564635846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-30 05:23:21,10286,5,"Coyote","Unkn","Adult",1,39.9634327651585,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-01-31 06:38:54,10287,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-01 20:27:13,10288,5,"Coyote","Unkn","Adult",1,21.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-08 21:04:39,10289,2,"Coyote","Unkn","Adult",1,23.7410752274695,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-09 22:37:51,10290,15,"Coyote","Unkn","Adult",1.93333333333333,86.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-10 03:09:10,10291,8,"Coyote","Unkn","Adult",1,59.1424557413083,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-15 06:45:51,10292,3,"Coyote","Unkn","Adult",1,11.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-17 21:15:22,10293,4,"Coyote","Unkn","Adult",1,13.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-18 19:44:42,10294,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-21 20:17:41,10295,16,"Coyote","Unkn","Adult",1.375,60.80909256342,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-21 20:23:50,10296,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-02-25 13:38:16,10297,8,"Coyote","Unkn","Adult",1,20.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-02 00:46:33,10298,73,"Coyote","Unkn","Adult",1,334.586261505991,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-04 20:59:20,10299,29,"Coyote","Unkn","Adult",1,119.80909256342,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-04 21:01:23,10300,14,"Coyote","Unkn","Adult",1,68.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-04 21:06:51,10301,46,"Coyote","Unkn","Adult",2.65217391304348,171.275083773213,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-07 21:01:23,10302,2,"Coyote","Unkn","Adult",1,20.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-14 21:13:01,10303,47,"Coyote","Unkn","Adult",1.82978723404255,206.586261505991,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-15 23:16:41,10304,51,"Coyote","Unkn","Adult",2.17647058823529,166.419784831088,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-16 04:36:32,10305,20,"Coyote","Unkn","Adult",1,96.4368383666952,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-16 15:11:58,10306,8,"Coyote","Unkn","Adult",1,32.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-17 21:21:50,10307,9,"Coyote","Unkn","Adult",1,51.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-18 22:53:46,10308,15,"Coyote","Unkn","Adult",2,50.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-19 00:29:03,10309,9,"Coyote","Unkn","Adult",1,56.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-20 02:32:37,10310,38,"Coyote","Unkn","Adult",1,173.238925041031,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-21 01:24:10,10311,12,"Coyote","Unkn","Adult",1,51.9996201039288,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-21 01:33:22,10312,5,"Coyote","Unkn","Adult",1,37.498564635846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-21 21:48:09,10313,8,"Coyote","Unkn","Adult",1,45.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-21 21:49:21,10314,2,"Coyote","Unkn","Adult",1,8.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-22 04:52:39,10315,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-23 23:22:28,10316,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-24 06:29:44,10317,3,"Coyote","Unkn","Adult",1,14.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-28 21:21:31,10318,2,"Coyote","Unkn","Adult",1,11.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-28 21:22:58,10319,3,"Coyote","Unkn","Adult",1,13.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-04 22:42:29,10320,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-05 08:05:19,10321,4,"Coyote","Unkn","Adult",1,22.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-06 06:15:11,10322,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-06 16:06:16,10323,2,"Coyote","Unkn","Adult",1,15.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-07 01:03:43,10324,4,"Coyote","Unkn","Adult",2.75,25.80909256342,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-08 21:59:06,10325,3,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-09 06:42:55,10326,4,"Coyote","Unkn","Adult",1,31.0241582006118,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-10 02:37:29,10327,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-14 02:33:35,10328,6,"Coyote","Unkn","Adult",2,18.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-15 21:58:56,10329,12,"Coyote","Unkn","Adult",1.25,54.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-15 23:36:39,10330,21,"Coyote","Unkn","Adult",1.52380952380952,70.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-26 23:23:11,10331,2,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-02 14:36:22,10332,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-06 02:41:34,10333,2,"Coyote","Unkn","Adult",1,20.80909256342,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-06 21:32:53,10334,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-11 21:24:53,10335,13,"Coyote","Unkn","Adult",1.07692307692308,78.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-14 04:26:17,10336,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-15 03:48:49,10337,3,"Coyote","Unkn","Adult",1,17.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-16 00:32:14,10338,2,"Coyote","Unkn","Adult",1,17.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-16 22:46:54,10339,4,"Coyote","Unkn","Adult",1,14.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-16 22:48:35,10340,3,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-18 23:58:46,10341,5,"Coyote","Unkn","Adult",1.4,19.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-21 05:37:32,10342,3,"Coyote","Unkn","Adult",1,21.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-26 22:04:19,10343,4,"Coyote","Unkn","Adult",1,24.4072026756326,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-01 23:17:01,10344,2,"Coyote","Unkn","Adult",1,20.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-01 23:55:54,10345,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-02 20:34:25,10346,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-02 03:33:38,10347,2,"Foxes","Unkn","Adult",1,10.142858273381,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-21 03:33:41,10348,1,"Porcupine","Unkn","Adult",1,4.703078203,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-05 03:03:51,10349,1,"Porcupine","Unkn","Adult",1,4.703078203,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-17 00:13:57,10350,2,"Porcupine","Unkn","Adult",1,6.703078203,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-02 03:33:49,10351,5,"Red fox","Unkn","Adult",1,28.264078171,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-02 21:47:53,10352,4,"Red fox","Unkn","Adult",1,27.264078171,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-19 23:22:00,10353,2,"Red fox","Unkn","Adult",1,30.4678367845158,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-28 04:32:42,10354,2,"Red fox","Unkn","Adult",1,8.264078171,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-05-20 06:55:00,10355,2,"Red fox","Unkn","Adult",1,9.264078171,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-03-31 21:42:25,10356,3,"White-tailed Deer","Unkn","Adult",1,6.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-07 21:34:58,10357,9,"White-tailed Deer","Unkn","Adult",1,41.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-04-14 22:54:29,10358,1,"White-tailed Deer","Unkn","Adult",1,4.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-23 18:43:55,10359,3,"White-tailed Deer","Male","Adult",1,8.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-28 06:11:55,10360,4,"White-tailed Deer","Female","Adult",1,11.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-28 06:12:21,10361,12,"White-tailed Deer","Female","Adult",1,39.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-28 06:15:11,10362,17,"White-tailed Deer","Male","Adult",1,65.747467723123,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-28 09:47:30,10363,10,"White-tailed Deer","Female","Adult",1,35.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-28 09:53:54,10364,4,"White-tailed Deer","Male","Adult",1,15.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NE",2019,"y",2019-06-30 15:51:04,10365,4,"White-tailed Deer","Female","Adult",1,9.954331846,"ABMI-1274-NE_2019"
"ABMI-1274-NW",2019,"n",2019-02-13 20:14:58,10366,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-03-11 23:27:54,10367,3,"Coyote","Unkn","Adult",1,11.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-03-12 21:00:03,10368,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-03-16 03:45:47,10369,3,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-03-17 05:35:40,10370,4,"Coyote","Unkn","Adult",1.75,11.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-03-26 07:05:36,10371,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-09 01:40:19,10372,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-17 01:37:54,10373,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-17 03:03:34,10374,4,"Coyote","Unkn","Adult",1.25,17.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-18 21:41:46,10375,5,"Coyote","Unkn","Adult",1,24.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-24 04:30:06,10376,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-24 21:27:54,10377,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-27 04:50:18,10378,2,"Coyote","Unkn","Adult",1,8.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-04-27 05:04:50,10379,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-05-05 22:03:28,10380,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-05-06 22:44:23,10381,5,"Coyote","Unkn","Adult",1.4,14.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-05-09 22:01:59,10382,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-05-20 23:34:00,10383,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-NW",2019,"n",2019-05-23 02:47:30,10384,8,"Coyote","Unkn","Adult",1,29.644688645,"ABMI-1274-NW_2019"
"ABMI-1274-SE",2019,"n",2019-03-28 19:20:06,10385,1,"Badger","Unkn","Adult",1,6.99902439,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-02-20 01:31:57,10386,2,"Coyote","Unkn","Adult",1,8.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-02-25 13:53:25,10387,2,"Coyote","Unkn","Adult",1,9.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-02-26 20:39:02,10388,2,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-03 09:05:01,10389,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-09 03:40:56,10390,10,"Coyote","Unkn","Adult",1,48.7410752274695,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-09 07:53:26,10391,6,"Coyote","Unkn","Adult",1,30.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-09 21:01:49,10392,2,"Coyote","Unkn","Adult",1.5,15.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-09 22:11:11,10393,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-11 12:03:59,10394,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-11 20:54:39,10395,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-11 21:07:27,10396,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-12 07:24:52,10397,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-12 20:30:19,10398,2,"Coyote","Unkn","Adult",2,27.5402126718797,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-12 22:58:52,10399,2,"Coyote","Unkn","Adult",1,8.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-15 03:24:56,10400,2,"Coyote","Unkn","Adult",1,13.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-15 03:35:22,10401,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-15 03:36:03,10402,5,"Coyote","Unkn","Adult",1,20.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-17 20:55:29,10403,2,"Coyote","Unkn","Adult",1.5,44.7890949928086,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-19 20:57:39,10404,2,"Coyote","Unkn","Adult",1,8.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-03-19 21:29:39,10405,4,"Coyote","Unkn","Adult",2,29.5862615059907,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-04-09 07:10:51,10406,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-04-14 05:58:53,10407,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SE_2019"
"ABMI-1274-SE",2019,"n",2019-04-14 22:20:36,10408,6,"White-tailed Deer","Unkn","Adult",1.16666666666667,17.954331846,"ABMI-1274-SE_2019"
"ABMI-1274-SW",2019,"y",2019-02-01 00:54:08,10409,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-05-13 00:25:47,10410,4,"Coyote","Unkn","Adult",1.5,50.1669169317794,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-05-16 00:01:29,10411,3,"Coyote","Unkn","Adult",1,23.4072026756326,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-05-29 02:49:34,10412,1,"Coyote","Unkn","Adult",1,7.644688645,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-02-04 04:49:53,10413,1,"Red fox","Unkn","Adult",1,7.264078171,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-02-08 22:11:01,10414,3,"Red fox","Unkn","Adult",1,21.264078171,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-03-02 07:08:23,10415,5,"Red fox","Unkn","Adult",1,15.264078171,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-03-03 01:33:16,10416,2,"Red fox","Unkn","Adult",1,14.264078171,"ABMI-1274-SW_2019"
"ABMI-1274-SW",2019,"y",2019-06-22 04:48:32,10417,3,"White-tailed Deer","Female","Adult",1,10.954331846,"ABMI-1274-SW_2019"
"ABMI-1300-NE",2019,"n",2019-03-01 20:53:58,10418,3,"Coyote","Unkn","Adult",1,10.644688645,"ABMI-1300-NE_2019"
